,id,title,overview,poster_path,popularity,release_date,vote_average,original_language,vote_average,vote_count,release_date
3790,71689,Phineas and Ferb: The Movie: Across the 2nd Dimension,"Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.",/updMFSOZwEftfkJRpozwBlRlYI2.jpg,20.361,2011-08-05,7.0,en,7.0,482,2011-08-05
3791,20714,12,"A loose remake of “12 Angry Men”, “12” is set in contemporary Moscow where 12 very different men must unanimously decide the fate of a young Chechen accused of murdering his step-father, a Russian army officer. Consigned to a makeshift jury room in a school gymnasium, one by one each man takes center stage to confront, connect, and confess while the accused awaits a verdict and revisits his heartbreaking journey through war in flashbacks.",/7bl0aH8u7oBcd4QK9Fml01IN8KU.jpg,9.043,2007-06-06,7.0,ru,7.0,275,2007-06-06
3792,12889,Futurama: The Beast with a Billion Backs,"Fresh off ripping space-time a new one at the end of ""Bender's Big Score,"" the Planet Express crew is back to mend the tear in reality, or (hopefully) at least not make it worse.  Beyond the tear, though, lurks a being of inconceivable...tentacularity.  What will become of Earth, and indeed, our universe, when faced with the Beast with a Billion Backs?",/2BW6JAW4wo7t5wD3WVfoijzosvt.jpg,14.829,2008-06-30,7.0,en,7.0,494,2008-06-30
3793,11631,Mamma Mia!,"An independent, single mother who owns a small hotel on a Greek island is about to marry off the spirited young daughter she's raised alone. But, the daughter has secretly invited three of her mother's ex-lovers in the hopes of finding her biological father.",/zdUA4FNHbXPadzVOJiU0Rgn6cHR.jpg,33.589,2008-07-03,7.0,en,7.0,5987,2008-07-03
3794,642208,Supernova,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",/xpLi04zHu36TH8nuvFAwAF3LUkq.jpg,12.861,2020-11-20,7.0,en,7.0,276,2020-11-20
3795,321612,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,79.57,2017-03-16,7.0,en,7.0,14821,2017-03-16
3796,13633,Bad Boys,Mick O'Brien is a young Chicago street thug torn between a life of petty crime and the love of his girlfriend. But when the heist of a local drug dealer goes tragically wrong Mick is sentenced to a brutal juvenile prison where violence is a rite of passage and respect is measured in vengeance.,/mMprgGSpKu1qYXww1Ms4lMKfo9g.jpg,18.876,1983-03-25,7.0,en,7.0,232,1983-03-25
3797,13318,The Bothersome Man,"Forty-year-old Andreas arrives in a strange city with no memory of how he got there. He is presented with a job, an apartment - even a wife. But before long, Andreas notices that something is wrong. Andreas makes an attempt to escape the city, but he discovers there's no way out. Andreas meets Hugo, who has found a crack in a wall in his cellar. Beautiful music streams out from the crack. Maybe it leads to ""the other side""? A new plan for escape is hatched.",/mHDeIKvmWYLyXwqXzN4F7Q2CHRT.jpg,8.231,2006-05-26,7.0,no,7.0,203,2006-05-26
3798,12149,Frailty,A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed 'demons'.,/hER3sVCZ9cZRBO0KNI7NbtiLacn.jpg,17.955,2001-11-17,7.0,en,7.0,1023,2001-11-17
3799,11652,Invincible,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",/9Lu1uEF00xc2h7Db0BwL7zE25JA.jpg,16.513,2006-08-25,7.0,en,7.0,830,2006-08-25
3800,9696,Ichi the Killer,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",/k8j4YLZlda98dqp9ErymKzjYowG.jpg,13.684,2001-12-22,7.0,ja,7.0,843,2001-12-22
3801,954,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,80.946,1996-05-22,7.0,en,7.0,8015,1996-05-22
3802,746131,"Paris, 13th District","Émilie meets Camille who is attracted to Nora, who crosses paths with Amber. Three girls and a boy – They're friends, sometimes lovers and often both.",/kSXPsrausCYVsDnQaJfhzqR9fV7.jpg,15.615,2021-11-03,7.0,fr,7.0,246,2021-11-03
3803,85739,ACAB : All Cops Are Bastards,"A look at the controversial riot cops unit, told through the stories of three veteran cops and a young recruit.",/lmpkw9hRmuI0pk7CWDJRWSksl3i.jpg,6.822,2012-01-27,7.0,it,7.0,757,2012-01-27
3804,893370,Virus:32,A virus is unleashed and a chilling massacre runs through the streets of Montevideo.,/wZiF79hbhLK1U2Pj9bF67NAKXQR.jpg,54.707,2022-04-21,7.0,es,7.0,224,2022-04-21
3805,758330,"Good Luck to You, Leo Grande","Nancy Stokes doesn’t know good sex. Whatever it may be, Nancy, a retired schoolteacher, is pretty sure she has never had it, but she is determined to finally do something about that. She even has a plan: It involves an anonymous hotel room, and a young sex worker who calls himself Leo Grande.",/5wQydIQYho2wz1suPOoPoNgMzCm.jpg,34.172,2022-06-16,7.0,en,7.0,337,2022-06-16
3806,660942,The Innocents,"Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.",/dqvkxOLmnHgDOqZlT7GgMWEQViR.jpg,25.271,2021-09-03,7.0,no,7.0,428,2021-09-03
3807,97367,The Place Beyond the Pines,"A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician.",/vY5j2xQzMGWmxBuhQo0HfA4Lxqb.jpg,32.717,2013-03-14,7.0,en,7.0,4498,2013-03-14
3808,16153,Alice Doesn't Live Here Anymore,"After her husband dies, Alice and her son, Tommy, leave their small New Mexico town for California, where Alice hopes to make a new life for herself as a singer. Money problems force them to settle in Arizona instead, where Alice takes a job as waitress in a small diner.",/mFSZA1wIAjYEB2APG4xqVu1QcCk.jpg,12.222,1974-12-09,7.0,en,7.0,389,1974-12-09
3809,2061,Pusher,A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.,/8z2avGSJmoFdKNYaktA7QWe7m2C.jpg,14.446,1996-08-30,7.0,da,7.0,646,1996-08-30
3810,858815,Photocopier,"When photos of her at a party cause her to lose a scholarship, a student investigates whether something devastating happened to her that night.",/wjNNm0eZKNZ40Fqlc9QewDxy0by.jpg,16.385,2021-10-08,7.0,id,7.0,242,2021-10-08
3811,37495,Four Lions,A group of Muslim men living in Sheffield hatch an inept plan to become suicide bombers.,/x4JzaRPXBs9wiHCe3e3ymXWuwfd.jpg,14.291,2010-05-07,7.0,en,7.0,1020,2010-05-07
3812,25504,Shock Corridor,"With the help of his girlfriend Cathy and Dr. Fong, a psychiatrist, ambitious journalist Johnny Barrett poses as a madman in order to be admitted to a mental institution where a bloody murder has been committed.",/7jFI7GdduTss2SdgApcsiWtU5gA.jpg,8.043,1963-09-25,7.0,en,7.0,230,1963-09-25
3813,20770,But I'm a Cheerleader,"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight.",/zC3BaoHJsrIeqOg4eZolNszsTej.jpg,17.822,2000-07-07,7.0,en,7.0,537,2000-07-07
3814,2054,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,12.202,1995-12-29,7.0,en,7.0,364,1995-12-29
3815,651,M*A*S*H,The staff of a Korean War field hospital use humor and hijinks to keep their sanity in the face of the horror of war.,/xZHNAcCVd5gUy68MBc4CmDqmely.jpg,19.484,1970-02-18,7.0,en,7.0,908,1970-02-18
3816,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,71.422,2020-02-05,7.0,en,7.0,9592,2020-02-05
3817,336222,Rams,"In a secluded valley in Iceland, Gummi and Kiddi live side by side, tending to their sheep. Their ancestral sheep-stock is considered one of the country’s best and the two brothers are repeatedly awarded for their prized rams who carry an ancient lineage. Although they share the land and a way of life, Gummi and Kiddi have not spoken to each other in four decades. When a lethal disease suddenly infects Kiddi’s sheep, the entire valley comes under threat. The authorities decide to cull all the animals in the area to contain the outbreak. But Gummi and Kiddi don’t give up so easily – and each brother tries to stave off the disaster in his own fashion: Kiddi by using his rifle and Gummi by using his wits.",/pk75njhxcxTJAl0FJ1V2ROGIEy1.jpg,7.468,2015-05-28,7.0,is,7.0,252,2015-05-28
3818,49444,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",/mtqqD00vB4PGRt20gWtGqFhrkd0.jpg,91.235,2011-05-25,7.0,en,7.0,6308,2011-05-25
3819,46315,Valerie and Her Week of Wonders,"Valerie, a Czechoslovakian teenager living with her grandmother, is blossoming into womanhood, but that transformation proves secondary to the effects she experiences when she puts on a pair of magic earrings. Now seeing the world around her in a different light, Valerie must endure her sexual awakening while attempting to discern reality from fantasy as she encounters lecherous priest Gracian, a vampire-like stranger and otherworldly carnival folk.",/x9fZJORCZS0DshbxLSdnzyvU94V.jpg,12.793,1970-10-16,7.0,cs,7.0,212,1970-10-16
3820,23446,One Piece: Clockwork Island Adventure,"Relaxing on a cozy beach, the Straw Hat Pirates are taking a rest from their quest. Right until Luffy noticed the Going Merry has been hijacked and sailed off from the beach. This leads them to search the ship and find the thief who took it from them. They ran into a duo named the Theif Brothers, who informed them that their ship was stolen by a group of pirates called the Trump Kyoudai. When they encountered the Trump Pirates, Nami ended up getting kidnapped as well as Luffy's hat. They tracked down the pirates to their base on Clockwork Island. Now Luffy, Zoro, Sanji, Usopp, and the Theif Brothers must reclaim the Going Merry, Save Nami, and get back Shank's straw hat.",/mFB9vMy8jjxU3vFiZLeNkVoBU2x.jpg,23.873,2001-03-03,7.0,ja,7.0,226,2001-03-03
3821,22826,The Monster,"A vicious serial sex killer is on the loose, and landscape gardener and shop-window outfitter Loris is the prime suspect, thanks to his unfortunate habit of getting caught in compromising situations (for which there is always a totally innocent explanation that the police fail to spot). Undercover policewoman Jessica is assigned by eccentric police psychologist Taccone to follow Loris and ...",/6h6ahipPd84QcyFbnsEikLt7w3Z.jpg,15.337,1994-10-22,7.0,it,7.0,567,1994-10-22
3822,9799,The Fast and the Furious,"Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",/gqY0ITBgT7A82poL9jv851qdnIb.jpg,6.843,2001-06-22,7.0,en,7.0,9141,2001-06-22
3823,38055,Megamind,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,57.598,2010-10-28,7.0,en,7.0,6244,2010-10-28
3824,11527,Excalibur,"A surreal adaptation of Sir Thomas Malory's ""Le Morte d'Arthur"", chronicling Arthur Pendragon's conception, his rise to the throne, the search by his Knights of the Round Table for the Holy Grail, and ultimately his death.",/cTWF6zkr5mUOnheowKODIijWYcN.jpg,25.582,1981-04-10,7.0,en,7.0,869,1981-04-10
3825,1987,Benny's Video,"A 14-year-old video enthusiast obsessed with violent films decides to make one of his own and show it to his parents, with tragic results.",/4mWNkjnsd1tjb26x3Q1IdOwD8Cj.jpg,8.208,1992-05-13,7.0,de,7.0,297,1992-05-13
3826,724209,Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,/vB8o2p4ETnrfiWEgVxHmHWP9yRl.jpg,2899.65,2023-08-09,6.9,en,6.9,824,2023-08-09
3827,664031,Out of My League,"Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her match.",/csu16eLYUDvyX64UdqHtwBwAd21.jpg,10.774,2020-10-22,7.0,it,7.0,438,2020-10-22
3828,441829,Team Thor: Part 2,"A continuation of the documentary spoof of what Thor and his roommate Darryl were up to during the events of ""Captain America: Civil War"". While Cap and Iron Man duke it out, Thor tries to pay Darryl his rent in Asgardian coins.",/2jmP71A5Un0jDNqBesDPQSN8hjJ.jpg,10.226,2017-02-14,7.0,en,7.0,286,2017-02-14
3829,658760,Isi & Ossi,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",/bZ7H0kCwEM6CQ0dyCs2H4RkU130.jpg,17.819,2020-02-14,7.0,de,7.0,833,2020-02-14
3830,48303,Certified Copy,"In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano.",/soBvtCR33Gv1j6gXwXOIc3JTlNc.jpg,12.182,2010-05-18,7.0,fr,7.0,356,2010-05-18
3831,10339,Moby Dick,"In 1841, young Ishmael signs up for service abroad the Pequod, a whaler sailing out of New Bedford. The ship is under the command of Captain Ahab, a strict disciplinarian who exhorts his men to find Moby Dick, the great white whale. Ahab lost his his leg to that creature and is desperate for revenge. As the crew soon learns, he will stop at nothing to gain satisfaction.",/7JXcm3RyWlGsRCZ0YlOliWr6TNv.jpg,18.458,1956-06-27,7.0,en,7.0,339,1956-06-27
3832,9929,Asterix and Cleopatra,"Popular animated hero Asterix and his faithful sidekick Obelix travel to ancient Egypt to help Cleopatra build a new summer home. Cleopatra and Julius Caesar have made a bet, with Caesar wagering the project cannot be completed in a few weeks time. With the help of a magic potion, Asterix comes to the rescue of the Queen of the Nile as Caesar and an angry architect plot against them.",/uK1S8VHWH0kilanq2QyNIdkUjFs.jpg,16.258,1968-12-19,7.0,fr,7.0,839,1968-12-19
3833,9909,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,18.447,1995-08-11,7.0,en,7.0,1025,1995-08-11
3834,6968,The Baader Meinhof Complex,"'Der Baader Meinhof Komplex' depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on the Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin.",/4D1MllpbRMt6DDsSCxQxbl2JYM5.jpg,12.032,2008-09-25,7.0,de,7.0,519,2008-09-25
3835,338967,Zombieland: Double Tap,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg,42.391,2019-10-09,7.0,en,7.0,5147,2019-10-09
3836,77174,ParaNorman,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",/9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg,35.993,2012-08-03,7.0,en,7.0,2305,2012-08-03
3837,13675,Frosty the Snowman,"A discarded silk top-hat becomes the focus of a struggle between a washed-up stage magician and a group of schoolchildren, after it magically brings a snowman to life. Realizing that newly-living Frosty will melt in spring unless he takes refuge in a colder climate, Frosty and Karen, a young girl who he befriends, stow away on a freight train headed for the north pole. Little do they know that the magician is following them, and he wants his hat back!",/gw7ie4W3iW8nefnZ4kuw8dgYNM2.jpg,13.451,1969-12-07,7.0,en,7.0,296,1969-12-07
3838,9812,Thursday,"A former Los Angeles drug dealer moves far away to Texas, making a new life for himself as a married architect in the suburbs. His old crime partner unexpectedly shows up with heroin and gangster business, attracting a slew of violent unsavory characters.",/pbfBCMSzmKlAHZUDwsrtmG7GZP3.jpg,8.328,1998-09-25,7.0,en,7.0,276,1998-09-25
3839,9392,The Descent,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,26.071,2005-07-08,7.0,en,7.0,3464,2005-07-08
3840,392,Chocolat,"A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them, as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river, the prejudice of the Mayor leads to a crisis.",/jPNmQq23eNbKFVPZnY5Kxc63MvW.jpg,19.12,2000-12-22,7.0,en,7.0,3042,2000-12-22
3841,508101,Plus One,Two single friends agree to be each others' respective plus one for each wedding they're invited to during a particularly busy nuptial period of their lives.,/4w3bCp5UkLeemdq8MBNlyA3Zl2J.jpg,13.072,2019-06-14,7.0,en,7.0,278,2019-06-14
3842,505706,The Golden Glove,A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.,/wi9K8quRC3oYfFjGrO7CODR5nWC.jpg,13.078,2019-02-21,7.0,de,7.0,422,2019-02-21
3843,354859,The Promise,"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.",/iDWer2VFikupdqDc7d5sxCWZ3gW.jpg,14.76,2016-12-02,7.0,en,7.0,411,2016-12-02
3844,2064,While You Were Sleeping,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",/xrXUADqC2gt84BPYzNtXxAJEfbo.jpg,22.278,1995-04-21,7.0,en,7.0,1551,1995-04-21
3845,670243,Farewell Mister Haffmann,"Paris 1942. François Mercier is an ordinary man who only aspires to start a family with the woman he loves, Blanche. He is also the employee of a talented jeweler, Mr. Haffmann. But faced with the German occupation, the two men will have no other choice but to conclude an agreement whose consequences, over the months, will upset the fate of our three characters.",/7PnzcmLH5j4gek0Z8OT3uTilAQT.jpg,20.535,2022-01-12,7.0,fr,7.0,205,2022-01-12
3846,450489,Irreplaceable You,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.",/hkflwtWCJffdDSwg63fdDFbwOvS.jpg,11.902,2018-02-16,7.0,en,7.0,663,2018-02-16
3847,17917,Oliver!,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",/1XJgoaOWKrqxkKeBKWLKSigqG8c.jpg,18.625,1968-09-26,7.0,en,7.0,371,1968-09-26
3848,586,Wag the Dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",/kAwOj7t8ZeaniTFtLWVSKO79JxX.jpg,14.924,1997-12-25,7.0,en,7.0,819,1997-12-25
3849,628534,The White Tiger,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,/5JnmseS3DZ6ad2VMbrnbGCs8Rst.jpg,18.547,2021-01-13,7.0,en,7.0,789,2021-01-13
3850,447404,Pokémon Detective Pikachu,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg,54.327,2019-05-03,7.0,en,7.0,6273,2019-05-03
3851,379149,The Foreigner,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg,45.54,2017-09-28,7.0,en,7.0,2354,2017-09-28
3852,204082,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",/v55tfjL3QGeabkXAMXPb4olwjL0.jpg,53.119,2013-11-12,7.0,en,7.0,3184,2013-11-12
3853,73532,Le Havre,"Marcel Marx, a former bohemian and struggling author, has given up his literary ambitions and relocated to the port city Le Havre. He leads a simple life based around his wife Arletty, his favourite bar and his not too profitable profession as a shoeshiner. As Arletty suddenly becomes seriously ill, Marcel's path crosses with an underage illegal immigrant from Africa, who needs Marcel's help to hide from the police.",/zCoGiKr8hn9fPYnxECjUhpaP8TI.jpg,9.13,2011-09-08,7.0,fr,7.0,359,2011-09-08
3854,11121,Tess,"A strong-willed peasant girl is sent by her father to the estate of some local aristocrats to capitalize on a rumor that their families are from the same line, but is left traumatised from her experiences.",/xejUFnoAVxzvU95o2jlzG2USmY.jpg,13.113,1979-10-06,7.0,en,7.0,288,1979-10-06
3855,525946,Troop Zero,"In rural 1977 Georgia, a misfit girl dreams of life in outer space. When a national competition offers her a chance at her dream, to be recorded on NASA’s Golden Record, she recruits a makeshift troupe of Birdie Scouts, forging friendships that last a lifetime and beyond.",/uYVMs9wUAmA0eW2WmHaxT0BaHdg.jpg,8.385,2019-02-01,7.0,en,7.0,250,2019-02-01
3856,298618,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,1830.716,2023-06-13,7.0,en,7.0,2553,2023-06-13
3857,76025,Shame,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",/cAWLz9kFv4xc6IsEXTj2DrcqD55.jpg,22.681,2011-10-02,7.0,en,7.0,2889,2011-10-02
3858,49530,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg,113.511,2011-10-27,7.0,en,7.0,10474,2011-10-27
3859,26428,Agora,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",/mAseEqJp4SFaAfcOz8bQsxoRl5R.jpg,14.088,2009-05-17,7.0,en,7.0,1291,2009-05-17
3860,1630,The People vs. Larry Flynt,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",/sAgHn7ys6TiVXBDTZ0UBEjinIUk.jpg,13.278,1996-12-25,7.0,en,7.0,976,1996-12-25
3861,742,Together,"Elisabeth leaves her abusive and drunken husband Rolf, and goes to live with her brother, Göran. The year is 1975 and Göran lives in a commune called Together. Living in this leftist commune Elisabeth learns that the world can be viewed from different perspectives.",/7lSvAIQIguj277YLH7Hz0UD8Me5.jpg,7.371,2000-08-25,7.0,sv,7.0,208,2000-08-25
3862,70057,Dragon,"A sinful martial arts expert wants to start a new tranquil life, only to be hunted by a determined detective and his former master.",/wnzIYs7NNJGC7AuQKfecEVStYAr.jpg,10.515,2011-07-04,7.0,zh,7.0,235,2011-07-04
3863,11576,"It's a Mad, Mad, Mad, Mad World","A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.",/5S8VWhy4aE47MOTYqrFitTS5Jpw.jpg,21.284,1963-11-07,7.0,en,7.0,490,1963-11-07
3864,10707,The Squid and the Whale,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents' divorce in Brooklyn in the 1980s.",/9NbXn1NMdfGM491V3EFjZADR9SX.jpg,12.008,2005-10-05,7.0,en,7.0,843,2005-10-05
3865,425134,How to Be a Latin Lover,An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,/wvXCBYFDwAQSj3nrRAoBSpX2N8J.jpg,21.429,2017-03-06,7.0,en,7.0,571,2017-03-06
3866,363088,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",/2mnK5VtjzYRWvQB1zLhZWtAJwzk.jpg,46.045,2018-07-04,7.0,en,7.0,12445,2018-07-04
3867,140870,Minuscule: Valley of the Lost Ants,"In a peaceful little clearing, the remains of a hastily abandoned picnic sparks a battle between two tribes of ants. A bold young ladybug finds himself caught in the middle. He befriends the leader of the black ants, Mandible, and helps him save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. A fantastic journey at ground level.",/tk4kHoeXx0i7TROwiOrcSEtHOEl.jpg,14.74,2013-11-17,7.0,fr,7.0,405,2013-11-17
3868,76492,Hotel Transylvania,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,48.438,2012-09-20,7.0,en,7.0,7989,2012-09-20
